trade_time,amt,close,goods_code,goods_name,high,low,oi,open,volume
2018-09-12 20:59:00,12275100.0,266.85,au1812.SHF,沪金,266.85,266.85,328936.0,266.85,46.0
2018-09-12 21:00:00,220896200.0,266.8,au1812.SHF,沪金,266.85,266.7,328844.0,266.8,828.0
2018-09-12 21:01:00,67771200.0,266.85,au1812.SHF,沪金,266.85,266.8,328772.0,266.85,254.0
2018-09-12 21:02:00,146736000.0,266.75,au1812.SHF,沪金,266.85,266.75,328614.0,266.85,550.0
2018-09-12 21:03:00,171779100.0,266.75,au1812.SHF,沪金,266.8,266.7,328790.0,266.75,644.0
2018-09-12 21:04:00,24541800.0,266.8,au1812.SHF,沪金,266.8,266.7,328726.0,266.7,92.0
2018-09-12 21:05:00,75237700.0,266.8,au1812.SHF,沪金,266.85,266.8,328692.0,266.8,282.0
2018-09-12 21:06:00,84864300.0,266.9,au1812.SHF,沪金,266.9,266.8,328784.0,266.8,318.0
2018-09-12 21:07:00,53913300.0,266.9,au1812.SHF,沪金,266.9,266.85,328870.0,266.9,202.0
2018-09-12 21:08:00,84355300.0,266.95,au1812.SHF,沪金,266.95,266.9,328802.0,266.9,316.0
2018-09-12 21:09:00,13346400.0,266.95,au1812.SHF,沪金,266.95,266.9,328768.0,266.95,50.0
2018-09-12 21:10:00,12811300.0,266.9,au1812.SHF,沪金,266.95,266.9,328774.0,266.95,48.0
2018-09-12 21:11:00,18151000.0,266.95,au1812.SHF,沪金,266.95,266.9,328796.0,266.9,68.0
2018-09-12 21:12:00,18683100.0,266.9,au1812.SHF,沪金,266.95,266.9,328754.0,266.95,70.0
2018-09-12 21:13:00,47516500.0,266.95,au1812.SHF,沪金,266.95,266.9,328812.0,266.95,178.0
2018-09-12 21:14:00,9611000.0,267.0,au1812.SHF,沪金,267.0,266.95,328820.0,266.95,36.0
2018-09-12 21:15:00,26161100.0,266.95,au1812.SHF,沪金,267.0,266.9,328818.0,267.0,98.0
2018-09-12 21:16:00,42175300.0,266.95,au1812.SHF,沪金,266.95,266.9,328762.0,266.95,158.0
2018-09-12 21:17:00,29364600.0,266.95,au1812.SHF,沪金,267.0,266.95,328792.0,266.95,110.0
2018-09-12 21:18:00,13347500.0,266.95,au1812.SHF,沪金,266.95,266.95,328790.0,266.95,50.0
2018-09-12 21:19:00,5339000.0,266.95,au1812.SHF,沪金,266.95,266.95,328790.0,266.95,20.0
2018-09-12 21:20:00,34697100.0,266.9,au1812.SHF,沪金,266.95,266.85,328796.0,266.95,130.0
2018-09-12 21:21:00,10141800.0,266.9,au1812.SHF,沪金,266.9,266.85,328794.0,266.9,38.0
2018-09-12 21:22:00,13347300.0,266.95,au1812.SHF,沪金,266.95,266.9,328788.0,266.9,50.0
2018-09-12 21:23:00,28830600.0,266.95,au1812.SHF,沪金,266.95,266.95,328736.0,266.95,108.0
2018-09-12 21:24:00,2669300.0,266.95,au1812.SHF,沪金,266.95,266.9,328734.0,266.95,10.0
2018-09-12 21:25:00,27758900.0,266.9,au1812.SHF,沪金,266.95,266.9,328712.0,266.95,104.0
2018-09-12 21:26:00,5871700.0,266.9,au1812.SHF,沪金,266.9,266.85,328718.0,266.9,22.0
2018-09-12 21:27:00,5337900.0,266.9,au1812.SHF,沪金,266.9,266.85,328720.0,266.9,20.0
2018-09-12 21:28:00,16014000.0,266.9,au1812.SHF,沪金,266.9,266.9,328764.0,266.9,60.0
2018-09-12 21:29:00,9074200.0,266.9,au1812.SHF,沪金,266.9,266.85,328750.0,266.9,34.0
2018-09-12 21:30:00,57106400.0,266.85,au1812.SHF,沪金,266.9,266.85,328766.0,266.85,214.0
2018-09-12 21:31:00,13342400.0,266.85,au1812.SHF,沪金,266.85,266.8,328760.0,266.85,50.0
2018-09-12 21:32:00,185694900.0,266.75,au1812.SHF,沪金,266.9,266.75,328880.0,266.9,696.0
2018-09-12 21:33:00,29343200.0,266.75,au1812.SHF,沪金,266.8,266.75,328850.0,266.8,110.0
2018-09-12 21:34:00,46423000.0,266.8,au1812.SHF,沪金,266.85,266.75,328804.0,266.75,174.0
2018-09-12 21:35:00,3734800.0,266.75,au1812.SHF,沪金,266.8,266.75,328800.0,266.8,14.0
2018-09-12 21:36:00,53357900.0,266.8,au1812.SHF,沪金,266.85,266.75,328716.0,266.75,200.0
2018-09-12 21:37:00,3734600.0,266.75,au1812.SHF,沪金,266.75,266.75,328722.0,266.75,14.0
2018-09-12 21:38:00,17075300.0,266.85,au1812.SHF,沪金,266.85,266.8,328720.0,266.8,64.0
2018-09-12 21:39:00,40027500.0,266.85,au1812.SHF,沪金,266.85,266.85,328724.0,266.85,150.0
2018-09-12 21:40:00,10141300.0,266.85,au1812.SHF,沪金,266.9,266.85,328716.0,266.85,38.0
2018-09-12 21:41:00,30421400.0,266.85,au1812.SHF,沪金,266.85,266.8,328686.0,266.85,114.0
2018-09-12 21:42:00,76331400.0,266.9,au1812.SHF,沪金,266.9,266.85,328746.0,266.85,286.0
2018-09-12 21:43:00,12276800.0,266.9,au1812.SHF,沪金,266.9,266.85,328740.0,266.9,46.0
2018-09-12 21:44:00,10676000.0,266.9,au1812.SHF,沪金,266.95,266.85,328750.0,266.9,40.0
2018-09-12 21:45:00,246128500.0,266.95,au1812.SHF,沪金,267.0,266.9,329192.0,266.95,922.0
2018-09-12 21:46:00,54447500.0,266.9,au1812.SHF,沪金,266.95,266.85,329178.0,266.95,204.0
2018-09-12 21:47:00,64589700.0,266.9,au1812.SHF,沪金,266.9,266.85,329208.0,266.9,242.0
2018-09-12 21:48:00,19749800.0,266.85,au1812.SHF,沪金,266.9,266.85,329204.0,266.9,74.0
2018-09-12 21:49:00,4803400.0,266.9,au1812.SHF,沪金,266.9,266.85,329202.0,266.85,18.0
2018-09-12 21:50:00,26156200.0,266.9,au1812.SHF,沪金,266.9,266.9,329230.0,266.9,98.0
2018-09-12 21:51:00,32028000.0,266.9,au1812.SHF,沪金,266.9,266.9,329204.0,266.9,120.0
2018-09-12 21:52:00,33095600.0,266.9,au1812.SHF,沪金,266.9,266.9,329208.0,266.9,124.0
2018-09-12 21:53:00,12811200.0,266.9,au1812.SHF,沪金,266.9,266.9,329194.0,266.9,48.0
2018-09-12 21:54:00,2668800.0,266.85,au1812.SHF,沪金,266.9,266.85,329192.0,266.9,10.0
2018-09-12 21:55:00,4804200.0,266.9,au1812.SHF,沪金,266.9,266.85,329188.0,266.85,18.0
2018-09-12 21:56:00,0.0,266.9,au1812.SHF,沪金,266.9,266.9,329188.0,266.9,0.0
2018-09-12 21:57:00,20284500.0,266.95,au1812.SHF,沪金,266.95,266.9,329162.0,266.9,76.0
2018-09-12 21:58:00,73679800.0,267.0,au1812.SHF,沪金,267.0,266.95,329160.0,266.95,276.0
2018-09-12 21:59:00,37906700.0,266.95,au1812.SHF,沪金,267.0,266.9,329212.0,267.0,142.0
2018-09-12 22:00:00,120640700.0,266.9,au1812.SHF,沪金,266.95,266.9,329270.0,266.95,452.0
2018-09-12 22:01:00,156978300.0,266.95,au1812.SHF,沪金,267.0,266.9,329420.0,266.9,588.0
2018-09-12 22:02:00,107860300.0,267.0,au1812.SHF,沪金,267.0,266.95,329632.0,266.95,404.0
2018-09-12 22:03:00,107317400.0,267.0,au1812.SHF,沪金,267.0,266.95,329660.0,267.0,402.0
2018-09-12 22:04:00,52333300.0,267.05,au1812.SHF,沪金,267.05,267.0,329642.0,267.0,196.0
2018-09-12 22:05:00,74773800.0,267.05,au1812.SHF,沪金,267.05,267.0,329644.0,267.05,280.0
2018-09-12 22:06:00,43263900.0,267.1,au1812.SHF,沪金,267.1,267.05,329656.0,267.05,162.0
2018-09-12 22:07:00,56614500.0,267.05,au1812.SHF,沪金,267.05,267.0,329654.0,267.05,212.0
2018-09-12 22:08:00,27239100.0,267.05,au1812.SHF,沪金,267.05,267.05,329592.0,267.05,102.0
2018-09-12 22:09:00,24568800.0,267.05,au1812.SHF,沪金,267.1,267.05,329546.0,267.1,92.0
2018-09-12 22:10:00,36317900.0,267.0,au1812.SHF,沪金,267.05,267.0,329610.0,267.05,136.0
2018-09-12 22:11:00,148442700.0,266.95,au1812.SHF,沪金,267.0,266.95,329520.0,267.0,556.0
2018-09-12 22:12:00,42714900.0,267.0,au1812.SHF,沪金,267.0,266.95,329484.0,266.95,160.0
2018-09-12 22:13:00,1068000.0,267.0,au1812.SHF,沪金,267.0,267.0,329486.0,267.0,4.0
2018-09-12 22:14:00,2670500.0,267.05,au1812.SHF,沪金,267.05,267.0,329490.0,267.0,10.0
2018-09-12 22:15:00,6409200.0,267.05,au1812.SHF,沪金,267.05,267.05,329500.0,267.05,24.0
2018-09-12 22:16:00,65694800.0,267.05,au1812.SHF,沪金,267.1,267.05,329520.0,267.05,246.0
2018-09-12 22:17:00,71569400.0,267.05,au1812.SHF,沪金,267.05,267.05,329620.0,267.05,268.0
2018-09-12 22:18:00,10149700.0,267.1,au1812.SHF,沪金,267.1,267.05,329622.0,267.05,38.0
2018-09-12 22:19:00,16560000.0,267.05,au1812.SHF,沪金,267.1,267.05,329626.0,267.1,62.0
2018-09-12 22:20:00,105751600.0,267.05,au1812.SHF,沪金,267.1,267.0,329780.0,267.05,396.0
2018-09-12 22:21:00,19227600.0,267.05,au1812.SHF,沪金,267.05,267.05,329760.0,267.05,72.0
2018-09-12 22:22:00,274578200.0,267.1,au1812.SHF,沪金,267.1,267.05,329982.0,267.05,1028.0
2018-09-12 22:23:00,37928200.0,267.1,au1812.SHF,沪金,267.1,267.1,330018.0,267.1,142.0
2018-09-12 22:24:00,59294300.0,267.05,au1812.SHF,沪金,267.15,267.05,330054.0,267.1,222.0
2018-09-12 22:25:00,3739200.0,267.05,au1812.SHF,沪金,267.1,267.05,330062.0,267.1,14.0
2018-09-12 22:26:00,10682500.0,267.1,au1812.SHF,沪金,267.1,267.05,330068.0,267.1,40.0
2018-09-12 22:27:00,28845500.0,267.1,au1812.SHF,沪金,267.1,267.05,330084.0,267.05,108.0
2018-09-12 22:28:00,75308900.0,267.05,au1812.SHF,沪金,267.1,267.05,330026.0,267.1,282.0
2018-09-12 22:29:00,75827600.0,266.95,au1812.SHF,沪金,267.05,266.95,330126.0,267.05,284.0
2018-09-12 22:30:00,32571000.0,267.0,au1812.SHF,沪金,267.0,266.95,330146.0,266.95,122.0
2018-09-12 22:31:00,15486100.0,267.0,au1812.SHF,沪金,267.05,267.0,330116.0,267.0,58.0
2018-09-12 22:32:00,4806800.0,267.0,au1812.SHF,沪金,267.05,267.0,330112.0,267.0,18.0
2018-09-12 22:33:00,20292100.0,267.0,au1812.SHF,沪金,267.0,267.0,330064.0,267.0,76.0
2018-09-12 22:34:00,6408100.0,267.0,au1812.SHF,沪金,267.05,267.0,330050.0,267.0,24.0
2018-09-12 22:35:00,45390400.0,267.0,au1812.SHF,沪金,267.05,267.0,330080.0,267.0,170.0
2018-09-12 22:36:00,14952000.0,267.0,au1812.SHF,沪金,267.0,267.0,330076.0,267.0,56.0
2018-09-12 22:37:00,17088000.0,267.0,au1812.SHF,沪金,267.0,267.0,330068.0,267.0,64.0
2018-09-12 22:38:00,6941900.0,266.95,au1812.SHF,沪金,267.0,266.95,330074.0,267.0,26.0
2018-09-12 22:39:00,42719900.0,267.0,au1812.SHF,沪金,267.0,266.95,330014.0,266.95,160.0
2018-09-12 22:40:00,23496100.0,267.0,au1812.SHF,沪金,267.05,267.0,330014.0,267.0,88.0
2018-09-12 22:41:00,30437900.0,267.0,au1812.SHF,沪金,267.0,266.95,329962.0,267.0,114.0
2018-09-12 22:42:00,1067800.0,266.95,au1812.SHF,沪金,267.0,266.95,329958.0,267.0,4.0
2018-09-12 22:43:00,10678800.0,267.0,au1812.SHF,沪金,267.0,266.95,329952.0,266.95,40.0
2018-09-12 22:44:00,2136000.0,267.0,au1812.SHF,沪金,267.0,267.0,329950.0,267.0,8.0
2018-09-12 22:45:00,34710000.0,267.0,au1812.SHF,沪金,267.0,267.0,329952.0,267.0,130.0
2018-09-12 22:46:00,68359100.0,267.0,au1812.SHF,沪金,267.05,267.0,329986.0,267.0,256.0
2018-09-12 22:47:00,28836000.0,267.0,au1812.SHF,沪金,267.0,267.0,330028.0,267.0,108.0
2018-09-12 22:48:00,4271600.0,266.95,au1812.SHF,沪金,267.0,266.95,330028.0,267.0,16.0
2018-09-12 22:49:00,64068600.0,266.95,au1812.SHF,沪金,267.0,266.95,329820.0,267.0,240.0
2018-09-12 22:50:00,1602000.0,267.0,au1812.SHF,沪金,267.0,266.95,329826.0,266.95,6.0
2018-09-12 22:51:00,153750200.0,266.95,au1812.SHF,沪金,267.0,266.85,329908.0,267.0,576.0
2018-09-12 22:52:00,60864500.0,266.95,au1812.SHF,沪金,266.95,266.95,329930.0,266.95,228.0
2018-09-12 22:53:00,13881400.0,266.95,au1812.SHF,沪金,266.95,266.95,329914.0,266.95,52.0
2018-09-12 22:54:00,8542400.0,266.95,au1812.SHF,沪金,266.95,266.95,329902.0,266.95,32.0
2018-09-12 22:55:00,0.0,266.95,au1812.SHF,沪金,266.95,266.95,329902.0,266.95,0.0
2018-09-12 22:56:00,40576500.0,266.95,au1812.SHF,沪金,267.0,266.95,329944.0,267.0,152.0
2018-09-12 22:57:00,4271200.0,266.95,au1812.SHF,沪金,266.95,266.95,329942.0,266.95,16.0
2018-09-12 22:58:00,63544600.0,267.0,au1812.SHF,沪金,267.05,266.95,329958.0,266.95,238.0
2018-09-12 22:59:00,216845600.0,267.05,au1812.SHF,沪金,267.1,267.05,330422.0,267.05,812.0
2018-09-12 23:00:00,1068300.0,267.05,au1812.SHF,沪金,267.1,267.05,330424.0,267.05,4.0
2018-09-12 23:01:00,136754300.0,267.05,au1812.SHF,沪金,267.1,267.05,330476.0,267.05,512.0
2018-09-12 23:02:00,39527400.0,267.1,au1812.SHF,沪金,267.1,267.05,330498.0,267.05,148.0
2018-09-12 23:03:00,12285000.0,267.1,au1812.SHF,沪金,267.1,267.05,330510.0,267.1,46.0
