trade_time,amt,close,goods_code,goods_name,high,low,oi,open,volume
2018-09-12 23:04:00,61433900.0,267.1,au1812.SHF,沪金,267.15,267.1,330630.0,267.1,230.0
2018-09-12 23:05:00,38460900.0,267.05,au1812.SHF,沪金,267.15,267.05,330594.0,267.15,144.0
2018-09-12 23:06:00,19231100.0,267.1,au1812.SHF,沪金,267.1,267.05,330604.0,267.05,72.0
2018-09-12 23:07:00,222184400.0,267.05,au1812.SHF,沪金,267.1,267.05,330102.0,267.1,832.0
2018-09-12 23:08:00,3204500.0,267.0,au1812.SHF,沪金,267.05,267.0,330104.0,267.05,12.0
2018-09-12 23:09:00,83838700.0,267.0,au1812.SHF,沪金,267.05,267.0,329868.0,267.0,314.0
2018-09-12 23:10:00,71023300.0,267.05,au1812.SHF,沪金,267.05,267.0,329824.0,267.0,266.0
2018-09-12 23:11:00,25636900.0,267.1,au1812.SHF,沪金,267.1,267.05,329802.0,267.05,96.0
2018-09-12 23:12:00,142620900.0,267.1,au1812.SHF,沪金,267.1,267.05,329766.0,267.1,534.0
2018-09-12 23:13:00,68907600.0,267.05,au1812.SHF,沪金,267.1,267.05,329690.0,267.1,258.0
2018-09-12 23:14:00,273448800.0,267.05,au1812.SHF,沪金,267.1,266.95,329626.0,267.1,1024.0
2018-09-12 23:15:00,196046100.0,267.05,au1812.SHF,沪金,267.15,267.05,329608.0,267.05,734.0
2018-09-12 23:16:00,316670900.0,266.95,au1812.SHF,沪金,267.15,266.9,329562.0,267.05,1186.0
2018-09-12 23:17:00,155348600.0,266.9,au1812.SHF,沪金,267.0,266.9,329512.0,266.95,582.0
2018-09-12 23:18:00,401419500.0,266.95,au1812.SHF,沪金,267.0,266.85,329076.0,266.9,1504.0
2018-09-12 23:19:00,252469200.0,266.95,au1812.SHF,沪金,266.95,266.8,328958.0,266.95,946.0
2018-09-12 23:20:00,112115500.0,266.95,au1812.SHF,沪金,267.0,266.9,328930.0,266.95,420.0
2018-09-12 23:21:00,136149300.0,266.95,au1812.SHF,沪金,267.0,266.9,328942.0,266.95,510.0
2018-09-12 23:22:00,209886300.0,267.1,au1812.SHF,沪金,267.1,266.95,329062.0,266.95,786.0
2018-09-12 23:23:00,234020600.0,267.2,au1812.SHF,沪金,267.2,267.05,329168.0,267.1,876.0
2018-09-12 23:24:00,197179500.0,267.15,au1812.SHF,沪金,267.25,267.1,329420.0,267.2,738.0
2018-09-12 23:25:00,245780900.0,267.1,au1812.SHF,沪金,267.25,267.1,329418.0,267.2,920.0
2018-09-12 23:26:00,183809800.0,267.25,au1812.SHF,沪金,267.25,267.05,329446.0,267.05,688.0
2018-09-12 23:27:00,239921100.0,267.1,au1812.SHF,沪金,267.3,267.05,329438.0,267.25,898.0
2018-09-12 23:28:00,28847100.0,267.15,au1812.SHF,沪金,267.15,267.1,329422.0,267.1,108.0
2018-09-12 23:29:00,108968700.0,267.05,au1812.SHF,沪金,267.15,267.05,329340.0,267.15,408.0
2018-09-12 23:30:00,66786000.0,267.1,au1812.SHF,沪金,267.15,267.05,329338.0,267.05,250.0
2018-09-12 23:31:00,73732600.0,267.15,au1812.SHF,沪金,267.2,267.1,329450.0,267.1,276.0
2018-09-12 23:32:00,51819400.0,267.1,au1812.SHF,沪金,267.15,267.1,329478.0,267.15,194.0
2018-09-12 23:33:00,52350800.0,267.1,au1812.SHF,沪金,267.15,267.05,329542.0,267.1,196.0
2018-09-12 23:34:00,34724000.0,267.1,au1812.SHF,沪金,267.15,267.1,329546.0,267.1,130.0
2018-09-12 23:35:00,57683100.0,267.05,au1812.SHF,沪金,267.1,267.05,329598.0,267.1,216.0
2018-09-12 23:36:00,8012100.0,267.1,au1812.SHF,沪金,267.1,267.05,329600.0,267.05,30.0
2018-09-12 23:37:00,34722900.0,267.15,au1812.SHF,沪金,267.15,267.05,329592.0,267.1,130.0
2018-09-12 23:38:00,65160600.0,267.05,au1812.SHF,沪金,267.15,267.05,329494.0,267.15,244.0
2018-09-12 23:39:00,34718400.0,267.1,au1812.SHF,沪金,267.1,267.0,329532.0,267.05,130.0
2018-09-12 23:40:00,48611500.0,267.1,au1812.SHF,沪金,267.1,267.05,329504.0,267.1,182.0
2018-09-12 23:41:00,32588400.0,267.1,au1812.SHF,沪金,267.15,267.1,329486.0,267.1,122.0
2018-09-12 23:42:00,5341900.0,267.1,au1812.SHF,沪金,267.1,267.05,329482.0,267.1,20.0
2018-09-12 23:43:00,28309800.0,267.1,au1812.SHF,沪金,267.1,267.05,329484.0,267.1,106.0
2018-09-12 23:44:00,41667800.0,267.1,au1812.SHF,沪金,267.15,267.1,329520.0,267.1,156.0
2018-09-12 23:45:00,5876500.0,267.1,au1812.SHF,沪金,267.15,267.1,329518.0,267.1,22.0
2018-09-12 23:46:00,33120900.0,267.1,au1812.SHF,沪金,267.15,267.1,329542.0,267.1,124.0
2018-09-12 23:47:00,534300.0,267.15,au1812.SHF,沪金,267.15,267.1,329542.0,267.1,2.0
2018-09-12 23:48:00,2137100.0,267.15,au1812.SHF,沪金,267.15,267.1,329550.0,267.1,8.0
2018-09-12 23:49:00,37400800.0,267.15,au1812.SHF,沪金,267.15,267.1,329586.0,267.15,140.0
2018-09-12 23:50:00,65189200.0,267.2,au1812.SHF,沪金,267.2,267.15,329622.0,267.15,244.0
2018-09-12 23:51:00,54510800.0,267.2,au1812.SHF,沪金,267.25,267.2,329654.0,267.2,204.0
2018-09-12 23:52:00,72696400.0,267.25,au1812.SHF,沪金,267.3,267.2,329712.0,267.2,272.0
2018-09-12 23:53:00,72158400.0,267.25,au1812.SHF,沪金,267.3,267.25,329738.0,267.25,270.0
2018-09-12 23:54:00,13897500.0,267.25,au1812.SHF,沪金,267.3,267.2,329748.0,267.25,52.0
2018-09-12 23:55:00,5345800.0,267.3,au1812.SHF,沪金,267.3,267.25,329742.0,267.25,20.0
2018-09-12 23:56:00,68415900.0,267.25,au1812.SHF,沪金,267.3,267.2,329884.0,267.3,256.0
2018-09-12 23:57:00,82861800.0,267.3,au1812.SHF,沪金,267.3,267.25,329844.0,267.25,310.0
2018-09-12 23:58:00,70571000.0,267.35,au1812.SHF,沪金,267.35,267.3,329856.0,267.3,264.0
2018-09-12 23:59:00,50255000.0,267.3,au1812.SHF,沪金,267.35,267.3,329850.0,267.35,188.0
2018-09-13 00:00:00,20316500.0,267.3,au1812.SHF,沪金,267.35,267.3,329884.0,267.3,76.0
2018-09-13 00:01:00,19245500.0,267.3,au1812.SHF,沪金,267.3,267.25,329876.0,267.3,72.0
2018-09-13 00:02:00,47579400.0,267.3,au1812.SHF,沪金,267.3,267.3,329790.0,267.3,178.0
2018-09-13 00:03:00,92499300.0,267.3,au1812.SHF,沪金,267.35,267.3,329688.0,267.3,346.0
2018-09-13 00:04:00,121364200.0,267.3,au1812.SHF,沪金,267.35,267.3,329624.0,267.3,454.0
2018-09-13 00:05:00,216999500.0,267.25,au1812.SHF,沪金,267.3,267.15,329384.0,267.3,812.0
2018-09-13 00:06:00,79102500.0,267.2,au1812.SHF,沪金,267.25,267.2,329304.0,267.25,296.0
2018-09-13 00:07:00,95670300.0,267.2,au1812.SHF,沪金,267.25,267.2,329054.0,267.2,358.0
2018-09-13 00:08:00,37408000.0,267.2,au1812.SHF,沪金,267.2,267.2,329016.0,267.2,140.0
2018-09-13 00:09:00,2672000.0,267.2,au1812.SHF,沪金,267.2,267.2,329014.0,267.2,10.0
2018-09-13 00:10:00,1068600.0,267.15,au1812.SHF,沪金,267.2,267.15,329010.0,267.2,4.0
2018-09-13 00:11:00,23513700.0,267.2,au1812.SHF,沪金,267.25,267.2,328994.0,267.2,88.0
2018-09-13 00:12:00,1603300.0,267.2,au1812.SHF,沪金,267.25,267.2,328994.0,267.2,6.0
2018-09-13 00:13:00,0.0,267.2,au1812.SHF,沪金,267.2,267.2,328994.0,267.2,0.0
2018-09-13 00:14:00,48105000.0,267.25,au1812.SHF,沪金,267.25,267.25,329050.0,267.25,180.0
2018-09-13 00:15:00,32610600.0,267.3,au1812.SHF,沪金,267.3,267.25,329054.0,267.25,122.0
2018-09-13 00:16:00,50781400.0,267.25,au1812.SHF,沪金,267.35,267.25,329070.0,267.3,190.0
2018-09-13 00:17:00,20311000.0,267.25,au1812.SHF,沪金,267.3,267.2,329024.0,267.2,76.0
2018-09-13 00:18:00,51839400.0,267.2,au1812.SHF,沪金,267.25,267.2,329052.0,267.25,194.0
2018-09-13 00:19:00,36346400.0,267.25,au1812.SHF,沪金,267.3,267.2,329062.0,267.2,136.0
2018-09-13 00:20:00,8552600.0,267.25,au1812.SHF,沪金,267.3,267.25,329070.0,267.25,32.0
2018-09-13 00:21:00,28862300.0,267.25,au1812.SHF,沪金,267.25,267.2,329100.0,267.25,108.0
2018-09-13 00:22:00,26719800.0,267.2,au1812.SHF,沪金,267.25,267.15,329142.0,267.25,100.0
2018-09-13 00:23:00,4275000.0,267.2,au1812.SHF,沪金,267.2,267.15,329150.0,267.2,16.0
2018-09-13 00:24:00,42222200.0,267.25,au1812.SHF,沪金,267.3,267.15,329084.0,267.2,158.0
2018-09-13 00:25:00,4810500.0,267.25,au1812.SHF,沪金,267.25,267.25,329102.0,267.25,18.0
2018-09-13 00:26:00,5879300.0,267.25,au1812.SHF,沪金,267.25,267.2,329096.0,267.2,22.0
2018-09-13 00:27:00,5344400.0,267.2,au1812.SHF,沪金,267.25,267.2,329100.0,267.25,20.0
2018-09-13 00:28:00,3206700.0,267.25,au1812.SHF,沪金,267.25,267.2,329100.0,267.2,12.0
2018-09-13 00:29:00,41688800.0,267.25,au1812.SHF,沪金,267.25,267.2,329040.0,267.25,156.0
2018-09-13 00:30:00,1069200.0,267.3,au1812.SHF,沪金,267.3,267.25,329040.0,267.25,4.0
2018-09-13 00:31:00,6414900.0,267.25,au1812.SHF,沪金,267.3,267.25,329030.0,267.25,24.0
2018-09-13 00:32:00,44374700.0,267.3,au1812.SHF,沪金,267.35,267.25,329026.0,267.25,166.0
2018-09-13 00:33:00,2138700.0,267.3,au1812.SHF,沪金,267.35,267.3,329032.0,267.3,8.0
2018-09-13 00:34:00,3207600.0,267.3,au1812.SHF,沪金,267.3,267.3,329044.0,267.3,12.0
2018-09-13 00:35:00,20849400.0,267.3,au1812.SHF,沪金,267.3,267.3,329076.0,267.3,78.0
2018-09-13 00:36:00,534600.0,267.3,au1812.SHF,沪金,267.3,267.3,329076.0,267.3,2.0
2018-09-13 00:37:00,33673600.0,267.3,au1812.SHF,沪金,267.3,267.2,329096.0,267.3,126.0
2018-09-13 00:38:00,0.0,267.3,au1812.SHF,沪金,267.3,267.3,329096.0,267.3,0.0
2018-09-13 00:39:00,5345000.0,267.25,au1812.SHF,沪金,267.3,267.25,329090.0,267.3,20.0
2018-09-13 00:40:00,40086900.0,267.2,au1812.SHF,沪金,267.25,267.2,329086.0,267.25,150.0
2018-09-13 00:41:00,534400.0,267.2,au1812.SHF,沪金,267.2,267.2,329086.0,267.2,2.0
2018-09-13 00:42:00,534500.0,267.25,au1812.SHF,沪金,267.25,267.2,329086.0,267.2,2.0
2018-09-13 00:43:00,0.0,267.25,au1812.SHF,沪金,267.25,267.25,329086.0,267.25,0.0
2018-09-13 00:44:00,3740800.0,267.2,au1812.SHF,沪金,267.2,267.2,329084.0,267.2,14.0
2018-09-13 00:45:00,28328500.0,267.25,au1812.SHF,沪金,267.25,267.2,329104.0,267.2,106.0
2018-09-13 00:46:00,99920900.0,267.1,au1812.SHF,沪金,267.25,267.1,329208.0,267.25,374.0
2018-09-13 00:47:00,50749200.0,267.1,au1812.SHF,沪金,267.15,267.1,329108.0,267.15,190.0
2018-09-13 00:48:00,6945400.0,267.1,au1812.SHF,沪金,267.15,267.1,329120.0,267.1,26.0
2018-09-13 00:49:00,4273800.0,267.1,au1812.SHF,沪金,267.15,267.1,329130.0,267.1,16.0
2018-09-13 00:50:00,30455100.0,267.15,au1812.SHF,沪金,267.15,267.1,329066.0,267.1,114.0
2018-09-13 00:51:00,34195200.0,267.15,au1812.SHF,沪金,267.2,267.1,329070.0,267.15,128.0
2018-09-13 00:52:00,25112100.0,267.15,au1812.SHF,沪金,267.15,267.15,329004.0,267.15,94.0
2018-09-13 00:53:00,0.0,267.15,au1812.SHF,沪金,267.15,267.15,329004.0,267.15,0.0
2018-09-13 00:54:00,36332400.0,267.15,au1812.SHF,沪金,267.15,267.15,329016.0,267.15,136.0
2018-09-13 00:55:00,21371900.0,267.2,au1812.SHF,沪金,267.2,267.1,328982.0,267.15,80.0
2018-09-13 00:56:00,3740600.0,267.2,au1812.SHF,沪金,267.2,267.15,328976.0,267.2,14.0
2018-09-13 00:57:00,3206400.0,267.2,au1812.SHF,沪金,267.2,267.2,328966.0,267.2,12.0
2018-09-13 00:58:00,5343900.0,267.2,au1812.SHF,沪金,267.2,267.15,328966.0,267.2,20.0
2018-09-13 00:59:00,29925800.0,267.2,au1812.SHF,沪金,267.25,267.15,328944.0,267.2,112.0
2018-09-13 01:00:00,8551800.0,267.25,au1812.SHF,沪金,267.25,267.2,328938.0,267.2,32.0
2018-09-13 01:01:00,3206500.0,267.2,au1812.SHF,沪金,267.25,267.2,328940.0,267.2,12.0
2018-09-13 01:02:00,229918500.0,267.45,au1812.SHF,沪金,267.45,267.2,328968.0,267.2,860.0
2018-09-13 01:03:00,133193900.0,267.45,au1812.SHF,沪金,267.5,267.4,328990.0,267.4,498.0
2018-09-13 01:04:00,8024100.0,267.45,au1812.SHF,沪金,267.5,267.45,329000.0,267.45,30.0
2018-09-13 01:05:00,10163500.0,267.45,au1812.SHF,沪金,267.5,267.45,328980.0,267.45,38.0
2018-09-13 01:06:00,55623200.0,267.4,au1812.SHF,沪金,267.5,267.4,329004.0,267.45,208.0
2018-09-13 01:07:00,22999000.0,267.4,au1812.SHF,沪金,267.45,267.4,328996.0,267.4,86.0
